"","age","gender","comp"
"10807",74,"Female",2
"10808",62,"Female",1
"10809",22,"Female",21
"10810",55,"Female",3
"10811",21,"Male",8
"10812",27,"Female",16
"10813",41,"Male",13
"10814",51,"Male",4
"10815",75,"Female",0
"10816",36,"Female",10
"10817",63,"Female",0
"10818",18,"Male",9
"10819",38,"Male",9
"10820",32,"Female",21
"10821",25,"Male",25
"10822",62,"Female",1
"10823",83,"Female",0
"10824",39,"Female",8
"10825",61,"Male",2
"10826",21,"Female",20
"10827",23,"Male",16
"10828",30,"Female",24
"10829",53,"Male",5
"10830",38,"Female",15
"10831",28,"Male",17
"10832",29,"Female",16
"10833",55,"Male",11
"10834",56,"Female",8
"10835",55,"Female",2
"10836",48,"Male",2
"10837",39,"Female",17
"10838",25,"Female",12
"10839",25,"Female",18
"10840",63,"Male",3
"10841",28,"Female",28
"10842",51,"Female",6
"10843",42,"Female",16
"10844",30,"Female",24
"10845",25,"Male",15
"10846",78,"Female",3
"10847",59,"Male",2
"10848",44,"Male",7
"10849",29,"Male",16
"10850",65,"Female",0
"10851",39,"Male",8
"10852",66,"Female",2
"10853",36,"Female",7
"10854",56,"Male",15
"10855",30,"Female",17
"10856",52,"Female",7
"10857",79,"Female",4
"10858",33,"Female",16
"10859",58,"Male",6
"10860",34,"Female",17
"10861",41,"Female",4
"10862",35,"Female",12
"10863",60,"Male",2
"10864",30,"Male",16
"10865",63,"Male",3
"10866",61,"Female",1
"10867",20,"Female",13
"10868",37,"Female",17
"10869",19,"Female",19
"10870",73,"Male",1
"10871",50,"Female",4
"10872",44,"Female",5
"10873",20,"Female",17
"10874",35,"Male",13
"10875",37,"Male",11
"10876",76,"Male",1
"10877",25,"Male",17
"10878",52,"Male",6
"10879",26,"Female",20
"10880",31,"Male",18
"10881",22,"Female",23
"10882",18,"Female",13
"10883",50,"Male",4
"10884",30,"Male",26
"10885",32,"Female",19
"10886",54,"Male",10
"10887",75,"Male",3
"10888",36,"Female",17
"10889",74,"Male",2
"10890",20,"Male",20
"10891",30,"Male",21
"10892",41,"Male",6
"10893",47,"Female",12
"10894",34,"Male",14
"10895",57,"Male",6
"10896",23,"Male",19
"10897",55,"Male",6
"10898",66,"Female",6
"10899",27,"Female",20
"10900",62,"Male",4
"10901",20,"Male",24
"10902",28,"Female",19
"10903",64,"Female",3
"10904",26,"Male",26
"10905",42,"Male",11
"10906",46,"Female",1
"10907",75,"Female",2
"10908",57,"Female",5
"10909",38,"Male",15
"10910",61,"Female",5
"10911",50,"Female",8
"10912",44,"Male",8
"10913",42,"Male",6
"10914",83,"Female",1
"10915",45,"Male",10
"10916",52,"Female",8
"10917",89,"Female",0
"10918",37,"Female",13
"10919",46,"Female",6
"10920",51,"Female",6
"10921",32,"Female",19
"10922",67,"Male",2
"10923",49,"Male",11
"10924",36,"Male",13
"10925",32,"Male",20
"10926",34,"Male",21
"10927",19,"Female",16
"10928",37,"Female",16
"10929",61,"Male",5
"10930",36,"Female",12
"10931",44,"Female",6
"10932",25,"Male",12
"10933",42,"Female",10
"10934",54,"Female",3
"10935",24,"Male",14
"10936",36,"Female",13
"10937",40,"Female",10
"10938",59,"Male",15
"10939",49,"Female",6
"10940",40,"Male",17
"10941",30,"Female",19
"10942",28,"Female",20
"10943",20,"Male",25
"10944",64,"Male",0
"10945",39,"Male",12
"10946",55,"Female",12
"10947",18,"Male",17
"10948",54,"Female",9
"10949",24,"Male",20
"10950",20,"Male",21
"10951",37,"Female",6
"10952",63,"Male",3
"10953",32,"Male",15
"10954",24,"Female",14
"10955",36,"Female",19
"10956",83,"Female",0
"10957",54,"Male",9
"10958",46,"Male",11
"10959",26,"Female",23
"10960",30,"Female",21
"10961",42,"Female",10
"10962",87,"Female",0
"10963",53,"Female",7
"10964",50,"Male",8
"10965",61,"Male",2
"10966",46,"Female",10
"10967",40,"Female",15
"10968",37,"Male",13
"10969",51,"Female",14
"10970",41,"Male",8
"10971",53,"Male",6
"10972",32,"Female",19
"10973",31,"Female",19
"10974",63,"Male",10
"10975",64,"Male",0
"10976",37,"Female",15
"10977",28,"Female",26
"10978",28,"Male",24
"10979",45,"Female",11
"10980",52,"Female",5
"10981",49,"Female",10
"10982",36,"Male",13
"10983",85,"Male",0
"10984",88,"Female",2
"10985",34,"Male",19
"10986",20,"Male",22
"10987",54,"Female",7
"10988",50,"Female",8
"10989",80,"Female",1
"10990",37,"Male",9
"10991",86,"Female",1
"10992",31,"Male",19
"10993",54,"Male",2
"10994",62,"Male",6
"10995",26,"Male",25
"10996",44,"Male",17
"10997",48,"Female",4
"10998",42,"Female",13
"10999",38,"Female",11
"11000",84,"Male",1
"11001",77,"Female",0
"11002",75,"Female",4
"11003",80,"Female",1
"11004",43,"Male",12
"11005",25,"Male",20
"11006",46,"Female",8
"11007",34,"Male",14
"11008",68,"Male",4
"11009",24,"Female",11
"11010",31,"Female",21
"11011",82,"Female",1
"11012",53,"Female",3
"11013",20,"Female",16
"11014",60,"Male",5
"11015",40,"Female",6
"11016",20,"Female",19
"11017",43,"Female",6
"11018",22,"Female",20
"11019",42,"Male",11
"11020",34,"Female",11
"11021",21,"Male",19
"11022",27,"Female",20
"11023",48,"Male",7
"11024",30,"Male",23
"11025",44,"Male",4
"11026",30,"Female",31
"11027",19,"Female",10
"11028",52,"Female",4
"11029",30,"Male",12
"11030",48,"Female",6
"11031",32,"Female",24
"11032",31,"Female",23
"11033",36,"Male",10
"11034",57,"Female",4
"11035",19,"Female",14
"11036",54,"Male",8
"11037",21,"Male",13
"11038",57,"Female",10
"11039",34,"Male",17
"11040",65,"Female",0
"11041",60,"Female",4
"11042",31,"Male",26
"11043",39,"Male",5
"11044",68,"Female",15
"11045",27,"Male",15
"11046",26,"Male",23
"11047",33,"Male",23
"11048",36,"Male",12
"11049",36,"Female",12
"11050",41,"Male",14
"11051",28,"Male",16
"11052",80,"Female",1
"11053",58,"Male",2
"11054",27,"Female",23
"11055",18,"Male",11
"11056",56,"Male",3
"11057",38,"Female",10
"11058",35,"Male",8
"11059",50,"Male",10
"11060",62,"Female",7
"11061",51,"Male",8
"11062",27,"Male",26
"11063",39,"Male",12
"11064",35,"Female",23
"11065",31,"Male",14
"11066",31,"Female",19
"11067",60,"Female",7
"11068",45,"Male",6
"11069",41,"Male",10
"11070",41,"Male",19
"11071",52,"Male",8
"11072",28,"Male",8
"11073",33,"Male",27
"11074",22,"Male",15
"11075",40,"Female",13
"11076",83,"Female",0
"11077",44,"Male",13
"11078",40,"Female",7
"11079",23,"Female",14
"11080",20,"Female",19
"11081",52,"Female",8
"11082",19,"Female",14
"11083",56,"Female",1
"11084",26,"Female",16
"11085",44,"Male",7
"11086",83,"Female",0
"11087",31,"Female",19
"11088",56,"Female",2
"11089",35,"Female",18
"11090",36,"Male",19
"11091",34,"Female",10
"11092",43,"Male",8
"11093",47,"Male",10
"11094",65,"Female",1
"11095",42,"Female",9
"11096",89,"Male",0
"11097",58,"Female",5
"11098",20,"Female",17
"11099",68,"Male",2
"11100",47,"Male",7
"11101",62,"Male",5
"11102",29,"Male",29
"11103",52,"Female",3
"11104",55,"Female",1
"11105",28,"Female",16
"11106",36,"Female",16
"11107",88,"Female",1
"11108",37,"Male",8
"11109",28,"Female",19
"11110",64,"Female",1
"11111",34,"Female",15
"11112",48,"Male",8
"11113",50,"Female",5
"11114",59,"Male",3
"11115",30,"Male",20
"11116",45,"Male",17
"11117",47,"Male",4
"11118",30,"Male",20
"11119",56,"Female",0
"11120",42,"Male",4
"11121",44,"Female",7
"11122",57,"Male",5
"11123",19,"Female",15
"11124",46,"Male",13
"11125",43,"Female",10
"11126",68,"Male",1
"11127",70,"Male",7
"11128",37,"Male",12
"11129",61,"Female",2
"11130",25,"Male",18
"11131",35,"Male",7
"11132",75,"Female",1
"11133",31,"Female",21
"11134",44,"Male",16
"11135",44,"Male",7
"11136",34,"Male",16
"11137",59,"Male",2
"11138",27,"Female",28
"11139",38,"Female",11
"11140",29,"Female",26
"11141",34,"Male",28
"11142",46,"Female",12
"11143",48,"Female",6
"11144",36,"Female",15
"11145",38,"Male",8
"11146",24,"Female",18
"11147",47,"Female",13
"11148",64,"Female",0
"11149",35,"Male",10
"11150",41,"Female",8
"11151",76,"Male",1
"11152",38,"Female",4
"11153",91,"Male",1
"11154",66,"Female",9
"11155",42,"Male",15
"11156",37,"Female",10
"11157",31,"Female",16
"11158",52,"Female",1
"11159",35,"Male",13
"11160",28,"Male",27
"11161",57,"Male",0
"11162",72,"Female",2
"11163",48,"Male",11
"11164",57,"Female",3
"11165",67,"Female",10
"11166",40,"Female",10
"11167",39,"Female",18
"11168",34,"Female",13
"11169",24,"Male",12
"11170",59,"Male",8
"11171",35,"Male",12
"11172",72,"Male",3
"11173",40,"Female",12
"11174",24,"Male",15
"11175",86,"Female",1
"11176",29,"Female",8
"11177",94,"Female",0
"11178",69,"Female",3
"11179",42,"Male",7
"11180",40,"Female",10
"11181",27,"Female",25
"11182",37,"Male",13
"11183",27,"Female",15
"11184",69,"Male",0
"11185",57,"Female",0
"11186",36,"Male",15
"11187",39,"Male",8
"11188",46,"Male",6
"11189",23,"Female",13
"11190",42,"Male",9
"11191",48,"Male",13
"11192",33,"Female",20
"11193",76,"Male",4
"11194",25,"Female",20
"11195",26,"Male",24
"11196",30,"Male",28
"11197",74,"Female",3
"11198",36,"Female",6
"11199",28,"Female",6
"11200",51,"Female",1
"11201",55,"Female",1
"11202",55,"Female",7
"11203",35,"Female",22
"11204",68,"Male",3
"11205",37,"Male",16
"11206",63,"Male",0
"11207",37,"Female",18
"11208",67,"Male",0
"11209",41,"Male",8
"11210",34,"Female",13
"11211",28,"Male",14
"11212",43,"Female",11
"11213",70,"Female",4
"11214",41,"Female",6
"11215",23,"Male",10
"11216",42,"Male",13
"11217",28,"Male",19
"11218",32,"Male",16
"11219",94,"Male",1
"11220",76,"Female",1
"11221",32,"Male",10
"11222",30,"Female",16
"11223",42,"Male",9
"11224",38,"Female",21
"11225",65,"Male",3
"11226",38,"Male",19
"11227",39,"Male",12
"11228",23,"Female",14
"11229",21,"Female",11
"11230",36,"Female",14
"11231",23,"Male",18
"11232",29,"Male",18
"11233",24,"Male",13
"11234",36,"Female",11
"11235",69,"Male",3
"11236",70,"Male",0
"11237",39,"Male",16
"11238",61,"Male",12
"11239",75,"Male",5
"11240",27,"Male",21
"11241",28,"Female",29
"11242",67,"Female",3
"11243",59,"Female",5
"11244",65,"Female",7
"11245",20,"Male",26
"11246",22,"Female",11
"11247",23,"Male",27
"11248",25,"Female",22
"11249",49,"Female",0
"11250",45,"Female",3
"11251",30,"Female",21
"11252",33,"Male",14
"11253",34,"Male",12
"11254",39,"Female",8
"11255",37,"Male",14
"11256",43,"Male",10
"11257",31,"Female",21
"11258",55,"Male",0
"11259",52,"Male",15
"11260",38,"Male",4
"11261",65,"Male",6
"11262",18,"Female",12
"11263",41,"Male",7
"11264",41,"Female",10
"11265",30,"Female",14
"11266",25,"Male",17
"11267",22,"Male",13
"11268",65,"Male",5
"11269",39,"Female",18
"11270",29,"Female",15
"11271",87,"Female",0
"11272",41,"Female",10
"11273",80,"Male",0
"11274",84,"Male",0
"11275",35,"Male",14
"11276",51,"Male",6
"11277",57,"Male",10
"11278",27,"Male",14
"11279",40,"Female",14
"11280",58,"Male",5
"11281",32,"Female",17
"11282",65,"Male",9
"11283",39,"Female",17
"11284",34,"Female",26
"11285",51,"Male",4
"11286",44,"Female",1
"11287",20,"Male",25
"11288",39,"Female",11
"11289",61,"Male",11
"11290",29,"Female",23
"11291",62,"Male",1
"11292",86,"Female",0
"11293",36,"Male",15
"11294",46,"Female",10
"11295",32,"Male",19
"11296",63,"Male",1
"11297",38,"Female",13
"11298",43,"Female",5
"11299",71,"Male",9
"11300",29,"Male",14
"11301",44,"Male",12
"11302",56,"Female",4
"11303",52,"Female",11
"11304",80,"Male",0
"11305",35,"Male",20
"11306",38,"Female",12
"11307",49,"Female",8
"11308",31,"Female",24
"11309",46,"Female",5
"11310",21,"Male",19
"11311",38,"Female",13
"11312",46,"Female",10
"11313",40,"Male",6
"11314",29,"Female",18
"11315",26,"Female",18
"11316",48,"Male",10
"11317",42,"Male",11
"11318",43,"Male",8
"11319",60,"Female",5
"11320",53,"Male",11
"11321",84,"Female",0
"11322",47,"Female",6
"11323",76,"Male",2
"11324",67,"Female",1
"11325",55,"Male",7
"11326",50,"Male",9
"11327",76,"Male",0
"11328",18,"Male",26
"11329",52,"Male",2
"11330",54,"Female",9
"11331",47,"Male",6
"11332",36,"Female",18
"11333",35,"Female",7
"11334",49,"Female",5
"11335",38,"Female",9
"11336",48,"Male",4
"11337",55,"Female",7
"11338",43,"Male",13
"11339",73,"Male",2
"11340",50,"Male",7
"11341",76,"Female",1
"11342",56,"Female",2
"11343",41,"Female",16
"11344",46,"Female",15
"11345",41,"Male",9
"11346",27,"Male",23
"11347",45,"Female",8
"11348",45,"Male",7
"11349",59,"Male",9
"11350",32,"Female",28
"11351",49,"Male",5
"11352",51,"Female",5
"11353",51,"Female",0
"11354",18,"Female",18
"11355",55,"Male",0
"11356",40,"Male",14
"11357",48,"Male",11
"11358",36,"Male",17
"11359",36,"Male",16
"11360",59,"Female",1
"11361",71,"Female",7
"11362",37,"Female",19
"11363",62,"Female",2
"11364",76,"Female",0
"11365",49,"Female",5
"11366",43,"Male",8
"11367",18,"Female",18
"11368",59,"Male",0
"11369",39,"Female",15
"11370",67,"Male",3
"11371",18,"Female",19
"11372",29,"Male",19
"11373",63,"Male",6
"11374",38,"Male",5
"11375",57,"Female",7
"11376",20,"Female",19
"11377",33,"Female",24
"11378",75,"Male",0
"11379",66,"Female",1
"11380",20,"Female",14
"11381",24,"Male",18
"11382",47,"Male",8
"11383",50,"Female",2
"11384",32,"Male",25
"11385",66,"Male",13
"11386",48,"Female",11
"11387",36,"Female",13
"11388",79,"Female",1
"11389",45,"Male",8
"11390",40,"Female",12
"11391",22,"Female",15
"11392",42,"Male",14
"11393",25,"Male",18
"11394",25,"Male",12
"11395",45,"Female",13
"11396",24,"Female",22
"11397",49,"Female",0
"11398",24,"Female",17
"11399",33,"Male",22
"11400",69,"Male",5
"11401",27,"Male",23
"11402",22,"Female",26
"11403",31,"Female",26
"11404",70,"Male",0
"11405",50,"Female",9
"11406",49,"Female",8
"11407",57,"Female",7
"11408",32,"Male",19
"11409",41,"Female",16
"11410",89,"Male",0
"11411",54,"Female",7
"11412",50,"Male",3
"11413",47,"Male",14
"11414",48,"Male",3
"11415",20,"Male",23
"11416",45,"Male",4
"11417",28,"Female",17
"11418",86,"Female",1
"11419",36,"Female",13
"11420",36,"Female",23
"11421",40,"Female",7
"11422",65,"Female",3
"11423",33,"Female",17
"11424",25,"Female",25
"11425",33,"Female",17
"11426",75,"Male",4
"11427",48,"Female",13
"11428",67,"Female",1
"11429",24,"Male",17
"11430",71,"Male",6
"11431",79,"Female",1
"11432",47,"Male",8
"11433",75,"Male",1
"11434",46,"Female",7
"11435",33,"Female",21
"11436",64,"Female",3
"11437",31,"Female",22
"11438",45,"Female",13
"11439",69,"Female",1
"11440",22,"Male",20
"11441",21,"Male",20
"11442",52,"Male",2
"11443",40,"Male",14
"11444",52,"Female",1
"11445",32,"Male",22
"11446",43,"Female",5
"11447",36,"Female",12
"11448",49,"Female",3
"11449",47,"Male",6
"11450",31,"Male",24
"11451",31,"Female",25
"11452",66,"Female",6
"11453",49,"Male",10
"11454",55,"Female",2
"11455",36,"Female",10
"11456",31,"Male",19
"11457",54,"Female",2
"11458",77,"Female",0
"11459",39,"Male",19
"11460",57,"Female",3
"11461",35,"Female",21
"11462",52,"Female",5
"11463",59,"Female",11
"11464",22,"Female",13
"11465",27,"Male",23
"11466",37,"Male",11
"11467",78,"Female",1
"11468",47,"Male",5
"11469",36,"Female",16
"11470",44,"Male",15
"11471",52,"Male",4
"11472",60,"Male",0
"11473",24,"Female",20
"11474",40,"Male",15
"11475",72,"Male",4
"11476",25,"Male",19
"11477",23,"Male",17
"11478",25,"Female",4
"11479",24,"Female",5
"11480",40,"Male",9
"11481",27,"Female",22
"11482",34,"Female",14
"11483",39,"Male",9
"11484",22,"Female",21
"11485",53,"Female",9
"11486",24,"Male",18
"11487",46,"Female",7
"11488",54,"Female",7
"11489",89,"Male",0
"11490",56,"Female",3
"11491",99,"Female",1
"11492",58,"Male",1
"11493",40,"Female",15
"11494",50,"Female",8
"11495",34,"Male",26
"11496",75,"Female",1
"11497",46,"Female",10
"11498",44,"Male",6
"11499",36,"Female",1
"11500",35,"Female",8
"11501",60,"Female",4
"11502",41,"Female",9
"11503",46,"Male",6
"11504",21,"Female",17
"11505",35,"Female",12
"11506",55,"Female",4
"11507",58,"Female",2
"11508",21,"Female",23
"11509",19,"Female",11
"11510",24,"Male",20
"11511",19,"Female",15
"11512",33,"Male",18
"11513",77,"Female",0
"11514",36,"Male",14
"11515",56,"Male",0
"11516",63,"Female",3
"11517",26,"Female",17
"11518",26,"Female",23
"11519",31,"Male",18
"11520",36,"Female",8
"11521",40,"Male",17
"11522",24,"Male",22
"11523",53,"Female",2
"11524",28,"Male",18
"11525",48,"Female",9
"11526",24,"Male",13
"11527",69,"Female",7
"11528",54,"Female",4
"11529",68,"Male",4
"11530",23,"Male",13
"11531",21,"Female",20
"11532",22,"Female",19
"11533",86,"Male",1
"11534",33,"Female",16
"11535",34,"Female",16
"11536",28,"Male",24
"11537",32,"Male",22
"11538",41,"Female",15
"11539",28,"Male",20
"11540",55,"Male",4
"11541",26,"Male",17
"11542",38,"Male",17
"11543",73,"Female",4
"11544",42,"Female",14
"11545",28,"Female",17
"11546",21,"Female",14
"11547",74,"Female",4
"11548",30,"Female",21
"11549",21,"Male",20
"11550",24,"Female",17
"11551",22,"Female",16
"11552",76,"Male",3
"11553",37,"Male",16
"11554",30,"Female",21
"11555",46,"Female",4
"11556",41,"Female",8
"11557",38,"Male",12
"11558",23,"Male",14
"11559",62,"Male",7
"11560",25,"Male",22
"11561",56,"Female",0
"11562",30,"Male",17
"11563",41,"Female",15
"11564",77,"Female",0
"11565",28,"Male",8
"11566",37,"Male",17
"11567",58,"Female",4
"11568",39,"Female",13
"11569",55,"Male",11
"11570",22,"Male",15
"11571",37,"Male",14
"11572",30,"Male",17
"11573",71,"Female",4
"11574",51,"Male",17
"11575",32,"Male",18
"11576",49,"Male",15
"11577",61,"Male",3
"11578",31,"Male",29
"11579",40,"Female",12
"11580",27,"Female",21
"11581",41,"Female",7
"11582",61,"Female",4
"11583",31,"Male",22
"11584",31,"Male",27
"11585",53,"Female",7
"11586",60,"Female",0
"11587",62,"Female",1
"11588",40,"Male",12
"11589",30,"Male",26
"11590",25,"Male",21
"11591",44,"Male",3
"11592",32,"Male",20
"11593",30,"Male",19
"11594",50,"Female",17
"11595",37,"Male",14
"11596",70,"Male",3
"11597",68,"Female",2
"11598",76,"Female",0
"11599",39,"Female",10
"11600",65,"Female",1
"11601",20,"Female",22
"11602",63,"Female",0
"11603",54,"Female",0
"11604",29,"Male",25
"11605",29,"Female",35
"11606",29,"Male",16
"11607",24,"Female",9
"11608",53,"Female",2
"11609",19,"Male",13
"11610",59,"Female",2
"11611",27,"Female",27
"11612",44,"Female",13
"11613",60,"Male",0
"11614",41,"Male",12
"11615",78,"Female",11
"11616",47,"Female",11
"11617",47,"Female",10
"11618",34,"Male",16
"11619",73,"Female",0
"11620",64,"Male",6
"11621",25,"Female",15
"11622",38,"Female",13
"11623",49,"Female",1
"11624",85,"Male",0
"11625",46,"Female",12
"11626",47,"Female",4
"11627",54,"Male",15
"11628",40,"Male",15
"11629",44,"Male",12
"11630",47,"Male",5
"11631",38,"Female",10
"11632",76,"Male",4
"11633",47,"Female",6
"11634",44,"Male",0
"11635",23,"Female",11
"11636",37,"Female",12
"11637",65,"Male",3
"11638",77,"Male",1
"11639",53,"Male",6
"11640",53,"Female",3
"11641",24,"Female",15
"11642",46,"Male",3
"11643",30,"Female",21
"11644",23,"Male",25
"11645",32,"Female",7
"11646",61,"Male",0
"11647",41,"Female",11
"11648",34,"Female",17
"11649",38,"Female",17
"11650",76,"Male",1
"11651",37,"Male",6
"11652",23,"Male",18
"11653",82,"Female",1
"11654",41,"Male",6
"11655",52,"Female",7
"11656",25,"Male",17
"11657",29,"Male",17
"11658",49,"Female",7
"11659",43,"Female",6
"11660",38,"Male",9
"11661",29,"Male",20
"11662",20,"Male",14
"11663",45,"Female",13
"11664",63,"Male",1
"11665",76,"Male",1
"11666",26,"Male",21
"11667",52,"Female",4
"11668",40,"Male",16
"11669",32,"Male",21
"11670",25,"Female",14
"11671",24,"Male",12
"11672",22,"Female",16
"11673",33,"Female",14
"11674",49,"Male",11
"11675",27,"Female",20
"11676",37,"Male",17
"11677",43,"Female",6
"11678",38,"Female",17
"11679",28,"Female",29
"11680",64,"Female",7
"11681",35,"Female",19
"11682",82,"Female",0
"11683",18,"Male",20
"11684",71,"Female",3
"11685",44,"Female",6
"11686",56,"Male",2
"11687",37,"Female",17
"11688",45,"Male",10
"11689",39,"Female",14
"11690",41,"Female",12
"11691",58,"Female",9
"11692",49,"Male",11
"11693",62,"Female",0
"11694",58,"Male",7
"11695",54,"Male",7
"11696",81,"Female",0
"11697",54,"Male",4
"11698",51,"Female",8
"11699",28,"Male",19
"11700",66,"Male",9
"11701",31,"Male",14
"11702",45,"Male",11
"11703",40,"Female",11
"11704",49,"Male",15
"11705",43,"Female",10
"11706",63,"Male",6
"11707",27,"Male",19
"11708",48,"Female",7
"11709",23,"Male",19
"11710",30,"Male",17
"11711",36,"Female",14
"11712",69,"Female",0
"11713",33,"Male",19
"11714",42,"Male",21
"11715",38,"Female",8
"11716",35,"Male",18
"11717",64,"Male",1
"11718",46,"Male",9
"11719",65,"Female",6
"11720",28,"Female",23
"11721",28,"Male",24
"11722",61,"Male",7
"11723",59,"Female",1
"11724",32,"Male",22
"11725",49,"Female",11
"11726",88,"Male",0
"11727",21,"Female",20
"11728",58,"Female",0
"11729",64,"Female",6
"11730",47,"Male",11
"11731",41,"Male",16
"11732",66,"Male",1
"11733",60,"Female",8
"11734",25,"Male",17
"11735",28,"Male",25
"11736",45,"Female",13
"11737",71,"Male",3
"11738",45,"Male",6
"11739",41,"Female",17
"11740",38,"Female",10
"11741",59,"Male",12
"11742",27,"Female",23
"11743",45,"Male",8
"11744",39,"Female",14
"11745",31,"Male",26
"11746",58,"Male",8
"11747",46,"Male",14
"11748",30,"Male",20
"11749",44,"Female",12
"11750",64,"Male",7
"11751",43,"Female",6
"11752",68,"Male",1
"11753",37,"Male",15
"11754",32,"Male",16
"11755",77,"Male",6
"11756",28,"Male",16
"11757",37,"Female",18
"11758",65,"Female",1
"11759",61,"Female",0
"11760",46,"Male",10
"11761",43,"Female",11
"11762",79,"Female",1
"11763",34,"Male",14
"11764",20,"Male",12
"11765",24,"Male",24
"11766",25,"Male",6
"11767",27,"Female",17
"11768",47,"Female",11
"11769",74,"Male",5
"11770",52,"Male",2
"11771",29,"Female",23
"11772",80,"Male",1
"11773",25,"Female",10
"11774",34,"Female",21
"11775",27,"Male",16
"11776",54,"Female",5
"11777",47,"Female",10
"11778",42,"Female",1
"11779",27,"Female",10
"11780",51,"Male",8
"11781",33,"Female",24
"11782",67,"Male",6
"11783",28,"Male",19
"11784",76,"Female",0
"11785",33,"Female",20
"11786",48,"Male",14
"11787",40,"Female",17
"11788",50,"Female",1
"11789",49,"Male",14
"11790",47,"Male",12
"11791",61,"Male",5
"11792",30,"Female",16
"11793",44,"Male",9
"11794",37,"Male",5
"11795",37,"Female",16
"11796",25,"Male",8
"11797",43,"Female",15
"11798",54,"Male",6
"11799",37,"Male",7
"11800",21,"Female",10
"11801",29,"Male",18
"11802",63,"Female",7
"11803",34,"Male",25
"11804",40,"Female",8
"11805",20,"Female",17
"11806",83,"Male",0
"11807",43,"Female",15
"11808",56,"Female",4
"11809",33,"Male",20
"11810",39,"Female",13
"11811",66,"Female",0
"11812",32,"Female",22
"11813",50,"Female",15
"11814",39,"Male",8
"11815",33,"Male",21
"11816",38,"Female",6
"11817",21,"Male",19
"11818",79,"Female",1
"11819",29,"Male",26
"11820",56,"Female",2
"11821",41,"Female",13
"11822",51,"Male",6
"11823",29,"Male",19
"11824",61,"Male",3
"11825",48,"Female",16
"11826",34,"Female",17
"11827",23,"Female",24
"11828",49,"Female",10
"11829",67,"Male",2
"11830",39,"Male",17
"11831",23,"Female",21
"11832",62,"Male",3
"11833",36,"Female",10
"11834",65,"Male",0
"11835",34,"Female",13
"11836",27,"Female",21
"11837",65,"Female",0
"11838",43,"Female",12
"11839",61,"Male",7
"11840",43,"Male",14
"11841",54,"Male",2
"11842",34,"Male",10
"11843",53,"Female",6
"11844",51,"Female",11
"11845",68,"Female",0
"11846",19,"Male",14
"11847",38,"Male",11
"11848",40,"Female",18
"11849",40,"Female",9
"11850",41,"Male",9
"11851",63,"Male",0
"11852",57,"Male",9
"11853",22,"Female",23
"11854",46,"Male",6
"11855",61,"Male",0
"11856",61,"Female",9
"11857",27,"Female",24
"11858",23,"Male",13
"11859",44,"Male",6
"11860",48,"Female",4
"11861",26,"Female",30
"11862",66,"Female",1
"11863",30,"Female",17
"11864",56,"Female",2
"11865",31,"Female",24
"11866",27,"Female",21
"11867",25,"Female",25
"11868",40,"Female",16
"11869",41,"Female",13
"11870",27,"Female",13
"11871",32,"Female",22
"11872",30,"Female",30
"11873",34,"Female",26
"11874",56,"Female",5
"11875",42,"Female",6
"11876",68,"Male",0
"11877",18,"Male",18
"11878",36,"Female",14
"11879",24,"Male",10
"11880",28,"Male",15
"11881",47,"Female",6
"11882",52,"Female",5
"11883",25,"Female",12
"11884",49,"Male",3
"11885",23,"Female",18
"11886",34,"Male",16
"11887",61,"Male",3
"11888",32,"Female",30
"11889",24,"Male",15
"11890",38,"Female",12
"11891",28,"Male",24
"11892",44,"Female",15
"11893",69,"Female",0
"11894",22,"Male",19
"11895",44,"Female",13
"11896",19,"Male",13
"11897",46,"Female",5
"11898",45,"Female",8
"11899",53,"Female",7
"11900",89,"Female",0
"11901",43,"Male",9
"11902",45,"Male",8
"11903",56,"Female",10
"11904",38,"Female",6
"11905",75,"Male",1
"11906",75,"Male",4
"11907",105,"Female",1
"11908",36,"Female",17
"11909",46,"Female",6
"11910",66,"Female",5
"11911",51,"Female",7
"11912",59,"Male",6
"11913",75,"Male",1
"11914",53,"Male",13
"11915",44,"Female",16
"11916",42,"Female",5
"11917",31,"Male",25
"11918",63,"Female",2
"11919",51,"Female",0
"11920",54,"Male",0
"11921",52,"Male",4
"11922",70,"Male",2
"11923",18,"Female",19
"11924",45,"Male",15
"11925",51,"Male",13
"11926",39,"Male",14
"11927",82,"Male",1
"11928",21,"Male",19
"11929",79,"Female",0
"11930",45,"Male",16
"11931",47,"Female",11
"11932",55,"Male",8
"11933",90,"Male",1
"11934",59,"Male",1
"11935",59,"Male",4
"11936",46,"Female",10
"11937",35,"Male",11
"11938",34,"Male",11
"11939",24,"Female",11
"11940",28,"Male",26
"11941",50,"Male",6
"11942",36,"Male",14
"11943",45,"Female",6
"11944",25,"Male",17
"11945",42,"Male",12
"11946",24,"Male",14
"11947",40,"Female",12
"11948",25,"Female",17
"11949",39,"Female",10
"11950",46,"Male",15
"11951",29,"Male",11
"11952",63,"Female",4
"11953",24,"Male",14
"11954",64,"Male",2
"11955",34,"Female",29
"11956",40,"Male",14
"11957",35,"Female",12
"11958",24,"Female",17
"11959",56,"Male",2
"11960",59,"Female",5
"11961",18,"Male",25
"11962",36,"Female",14
"11963",23,"Female",16
"11964",77,"Male",9
"11965",94,"Male",0
"11966",57,"Female",0
"11967",45,"Male",5
"11968",57,"Female",3
"11969",24,"Male",14
"11970",35,"Female",11
"11971",30,"Female",20
